font,codepoint,stroke,confidence,apex_score,tail_source,rare_orientation,off_ink_tail
Assurbanipal,0x12230,20,0.7402,0.7953,network,0,0
Assurbanipal,0x12230,21,0.015,0.7803,network,0,0
Assurbanipal,0x12230,22,0.1257,0.715,network,0,0
Assurbanipal,0x12230,23,0.1034,0.8955,network,0,0
Assurbanipal,0x12230,24,0.6536,0.7379,network,0,0
Assurbanipal,0x12230,25,0.7465,0.8728,network,0,0
Assurbanipal,0x12230,26,0.5622,0.8472,network,0,0
Assurbanipal,0x12230,27,0.3449,0.7596,network,0,0
Assurbanipal,0x12231,1,0.0,0.7469,network,1,0
Assurbanipal,0x12231,2,0.0355,0.8328,network,0,0
Assurbanipal,0x12231,3,0.6447,0.8613,network,0,0
Assurbanipal,0x12231,4,0.5205,0.8816,network,0,0
Assurbanipal,0x12231,5,0.7509,0.8868,network,0,0
Assurbanipal,0x12231,6,0.6897,0.7873,network,0,0
Assurbanipal,0x12231,7,0.7054,0.8289,network,0,0
Assurbanipal,0x12232,1,0.5254,0.825,network,0,0
Assurbanipal,0x12232,2,0.0651,0.7241,network,0,0
Assurbanipal,0x12232,3,0.849,0.849,network,0,0
Assurbanipal,0x12232,4,0.0108,0.8242,network,0,0
Assurbanipal,0x12232,5,0.3122,0.7307,skeleton,0,0
Assurbanipal,0x12232,6,0.7066,0.7066,network,0,0
Assurbanipal,0x12232,7,0.7708,0.7912,network,0,0
Assurbanipal,0x12232,8,0.1249,0.8208,network,0,0
Assurbanipal,0x12232,9,0.555,0.5751,network,0,0
Assurbanipal,0x12236,1,0.1854,0.9412,network,0,0
Assurbanipal,0x12236,2,0.5997,0.9109,skeleton,0,0
Assurbanipal,0x12236,3,0.5273,0.7241,network,0,0
Assurbanipal,0x12236,4,0.7009,0.8929,network,0,0
Assurbanipal,0x12236,5,0.02,0.6968,skeleton,0,0
Assurbanipal,0x12236,6,0.0135,0.627,network,0,0
Assurbanipal,0x12236,7,0.5156,0.8697,network,0,0
Assurbanipal,0x12236,8,0.4254,0.9241,network,0,0
Assurbanipal,0x12236,9,0.0006,0.8247,network,0,0
Assurbanipal,0x12236,10,0.2417,0.805,skeleton,0,0
Assurbanipal,0x12236,11,0.8108,0.8966,network,0,0
Assurbanipal,0x12236,12,0.7341,0.8702,skeleton,0,0
Assurbanipal,0x12236,13,0.6719,0.9161,network,0,0
Assurbanipal,0x12236,14,0.6044,0.8693,network,0,0
Assurbanipal,0x12236,15,0.8371,0.9412,network,0,0
Assurbanipal,0x12236,16,0.6044,0.851,network,0,0
Assurbanipal,0x12236,17,0.0006,0.4605,network,0,0
Assurbanipal,0x12236,18,0.0638,0.886,network,0,0
Assurbanipal,0x12239,1,0.633,0.7025,skeleton,0,0
Assurbanipal,0x12239,2,0.6225,0.884,skeleton,0,0
Assurbanipal,0x12239,3,0.0054,0.9124,network,0,0
Assurbanipal,0x12239,4,0.5756,0.8766,network,0,0
Assurbanipal,0x12239,5,0.5185,0.8963,network,0,0
Assurbanipal,0x12239,6,0.3778,0.6442,network,0,0
Assurbanipal,0x1223a,1,0.6553,0.7318,network,0,0
Assurbanipal,0x1223a,2,0.0569,0.8728,skeleton,0,0
Assurbanipal,0x1223a,3,0.0003,0.8836,network,0,0
Assurbanipal,0x1223a,4,0.6619,0.9023,network,0,0
Assurbanipal,0x1223a,5,0.05,0.907,skeleton,0,1
Assurbanipal,0x1223a,6,0.7299,0.8035,network,0,0
Assurbanipal,0x1223a,7,0.4349,0.7585,network,0,0
Assurbanipal,0x1223a,8,0.6914,0.907,network,0,0
Assurbanipal,0x1223a,9,0.7126,0.8546,skeleton,0,0
Assurbanipal,0x1223b,1,0.6225,0.7542,skeleton,0,0
Assurbanipal,0x1223b,2,0.6357,0.8702,skeleton,0,0
Assurbanipal,0x1223b,3,0.0065,0.9149,network,0,0
Assurbanipal,0x1223b,4,0.637,0.9089,network,0,0
Assurbanipal,0x1223b,5,0.05,0.9356,skeleton,0,1
Assurbanipal,0x1223b,6,0.7379,0.8431,network,0,0
Assurbanipal,0x1223b,7,0.5506,0.8529,network,0,0
Assurbanipal,0x1223b,8,0.5875,0.8205,network,0,0
Assurbanipal,0x1223b,9,0.7033,0.8431,network,0,0
Assurbanipal,0x1223b,10,0.7162,0.8475,network,0,0
Assurbanipal,0x1223b,11,0.4625,0.6602,skeleton,0,0
Assurbanipal,0x1223b,12,0.4985,0.7621,network,0,0
Assurbanipal,0x1223b,13,0.7114,0.8219,network,0,0
Assurbanipal,0x1223b,14,0.7307,0.7307,network,0,0
Assurbanipal,0x1223d,1,0.622,0.7432,skeleton,0,0
Assurbanipal,0x1223d,2,0.5988,0.8888,skeleton,0,0
Assurbanipal,0x1223d,3,0.0076,0.9155,network,0,0
Assurbanipal,0x1223d,4,0.7114,0.9023,network,0,0
Assurbanipal,0x1223d,5,0.05,0.9089,skeleton,0,1
Assurbanipal,0x1223d,6,0.05,0.9057,network,0,1
Assurbanipal,0x1223d,7,0.5988,0.849,network,0,0
Assurbanipal,0x1223d,8,0.7491,0.8775,network,0,0
Assurbanipal,0x1223d,9,0.6584,0.849,network,0,0
Assurbanipal,0x1223d,10,0.7368,0.7368,network,0,0
Assurbanipal,0x1223f,1,0.4868,0.9214,network,0,0
Assurbanipal,0x1223f,2,0.4472,0.8102,skeleton,0,0
Assurbanipal,0x1223f,3,0.5068,0.7379,network,0,0
Assurbanipal,0x1223f,4,0.0083,0.7364,network,0,0
Assurbanipal,0x1223f,5,0.05,0.8105,skeleton,0,1
Assurbanipal,0x1223f,6,0.698,0.8426,network,0,0
Assurbanipal,0x1223f,7,0.6567,0.8679,network,0,0
Assurbanipal,0x1223f,8,0.6571,0.8132,network,0,0
Assurbanipal,0x1223f,9,0.7194,0.7687,network,0,0
Assurbanipal,0x1223f,10,0.004,0.8844,network,0,0
Assurbanipal,0x1223f,11,0.478,0.8138,network,0,0
Assurbanipal,0x12240,1,0.6451,0.7516,skeleton,0,0
Assurbanipal,0x12240,2,0.6514,0.6514,network,0,0
Assurbanipal,0x12240,3,0.478,0.7295,skeleton,0,0
Assurbanipal,0x12240,4,0.7398,0.8363,network,0,0
Assurbanipal,0x12240,5,0.478,0.7722,skeleton,0,0
Assurbanipal,0x12240,6,0.329,0.9164,skeleton,0,0
Assurbanipal,0x12240,7,0.0168,0.93,network,0,0
Assurbanipal,0x12240,8,0.0703,0.781,network,0,0
Assurbanipal,0x12240,9,0.5322,0.7918,skeleton,0,0
Assurbanipal,0x12240,10,0.7398,0.8804,network,0,0
Assurbanipal,0x12240,11,0.88,0.905,network,0,0
Assurbanipal,0x12240,12,0.0014,0.8941,network,0,0
Assurbanipal,0x12241,1,0.0572,0.871,network,0,0
Assurbanipal,0x12241,2,0.7915,0.8775,skeleton,0,0
Assurbanipal,0x12241,3,0.001,0.858,network,0,0
Assurbanipal,0x12241,4,0.0063,0.8625,network,0,0
Assurbanipal,0x12241,5,0.004,0.8143,skeleton,0,0
Assurbanipal,0x12241,6,0.0014,0.4678,skeleton,1,0
Assurbanipal,0x12242,1,0.6456,0.6897,skeleton,0,0
Assurbanipal,0x12242,2,0.6456,0.7318,network,0,0
Assurbanipal,0x12242,3,0.4426,0.7934,network,0,0
Assurbanipal,0x12242,4,0.4426,0.5622,network,0,0
Assurbanipal,0x12242,5,0.7322,0.7487,network,0,0
Assurbanipal,0x12242,6,0.5675,0.9228,network,0,0
Assurbanipal,0x12242,7,0.0027,0.9036,network,0,0
Assurbanipal,0x12242,8,0.5856,0.8998,network,0,0
Assurbanipal,0x12242,9,0.6289,0.8216,network,0,0
Assurbanipal,0x12242,10,0.7746,0.8643,skeleton,0,0
Assurbanipal,0x12242,11,0.761,0.8336,network,0,0
Assurbanipal,0x12242,12,0.761,0.8303,network,0,0
Assurbanipal,0x12242,13,0.5181,0.8736,network,0,0
Assurbanipal,0x12242,14,0.538,0.6545,network,0,0
Assurbanipal,0x12242,15,0.8126,0.9127,network,0,0
Assurbanipal,0x12242,16,0.8403,0.9194,skeleton,0,0
Assurbanipal,0x12242,17,0.0053,0.888,network,0,0
Assurbanipal,0x12243,1,0.6972,0.7823,network,0,0
Assurbanipal,0x12243,2,0.7322,0.7915,network,0,0
Assurbanipal,0x12243,3,0.711,0.8561,network,0,0
Assurbanipal,0x12243,4,0.0133,0.9076,network,1,0
Assurbanipal,0x12243,5,0.5307,0.8966,skeleton,0,0
Assurbanipal,0x12243,6,0.5732,0.8559,network,0,0
Assurbanipal,0x12243,7,0.5429,0.7307,skeleton,0,0
Assurbanipal,0x12243,8,0.7677,0.8791,network,0,0
Assurbanipal,0x12243,9,0.8561,0.9279,network,0,0
Assurbanipal,0x12243,10,0.0069,0.8895,network,0,0
Assurbanipal,0x12243,11,0.0724,0.8679,network,0,0
Assurbanipal,0x12243,12,0.7589,0.9182,skeleton,0,0
Assurbanipal,0x12243,13,0.0004,0.7912,skeleton,0,0
Assurbanipal,0x12243,14,0.0007,0.8429,network,0,0
Assurbanipal,0x12243,15,0.3986,0.8472,skeleton,0,0
Assurbanipal,0x12244,1,0.1378,0.8314,network,0,0
Assurbanipal,0x12244,2,0.4007,0.8267,network,0,0
Assurbanipal,0x12244,3,0.632,0.9109,network,0,0
Assurbanipal,0x12246,1,0.4995,0.6868,skeleton,0,0
Assurbanipal,0x12246,2,0.6334,0.7435,network,0,0
Assurbanipal,0x12246,3,0.0278,0.7749,network,0,0
Assurbanipal,0x12246,4,0.39,0.7253,network,0,0
Assurbanipal,0x12246,5,0.6749,0.9047,network,0,0
Assurbanipal,0x12246,6,0.6684,0.8038,network,0,0
Assurbanipal,0x12246,7,0.8452,0.8452,network,0,0
Assurbanipal,0x12246,8,0.4854,0.8222,network,0,0
Assurbanipal,0x12247,1,0.8044,0.8161,skeleton,0,0
Assurbanipal,0x12247,2,0.05,0.6826,skeleton,0,1
Assurbanipal,0x12247,3,0.7054,0.8507,network,0,0
Assurbanipal,0x12247,4,0.6206,0.7687,network,0,0
Assurbanipal,0x12247,5,0.6637,0.7729,network,0,0
Assurbanipal,0x12247,6,0.6783,0.6783,network,0,0
Assurbanipal,0x12249,1,0.6788,0.8298,network,0,0
Assurbanipal,0x12249,2,0.6788,0.7982,network,0,0
Assurbanipal,0x12249,3,0.6553,0.8467,network,0,0
Assurbanipal,0x12249,4,0.6809,0.8517,network,0,0
Assurbanipal,0x12249,5,0.0024,0.8604,network,0,0
Assurbanipal,0x12249,6,0.4395,0.6388,network,0,0
Assurbanipal,0x12249,7,0.6451,0.7345,network,0,0
Assurbanipal,0x12249,8,0.5799,0.8047,network,0,0
Assurbanipal,0x12249,9,0.6715,0.8832,network,0,0
Assurbanipal,0x12249,10,0.4591,0.6081,network,0,0
Assurbanipal,0x12249,11,0.6451,0.6451,network,0,0
Assurbanipal,0x12249,12,0.7038,0.7038,skeleton,0,0
Assurbanipal,0x1224a,1,0.6697,0.8044,network,0,0
Assurbanipal,0x1224a,2,0.7009,0.8111,network,0,0
Assurbanipal,0x1224a,3,0.6885,0.8447,network,0,0
Assurbanipal,0x1224a,4,0.7118,0.8102,network,0,0
Assurbanipal,0x1224a,5,0.0025,0.8505,network,0,0
Assurbanipal,0x1224a,6,0.5024,0.8179,network,0,0
Assurbanipal,0x1224a,7,0.6192,0.785,network,0,0
Assurbanipal,0x1224a,8,0.6021,0.8202,network,0,0
Assurbanipal,0x1224a,9,0.0288,0.8723,network,0,0
Assurbanipal,0x1224a,10,0.1571,0.8512,network,0,0
Assurbanipal,0x1224a,11,0.8597,0.9134,network,0,0
Assurbanipal,0x1224a,12,0.691,0.7225,network,0,0
Assurbanipal,0x1224b,1,0.6402,0.7985,network,0,0
Assurbanipal,0x1224b,2,0.6931,0.7718,network,0,0
Assurbanipal,0x1224b,3,0.6429,0.7546,network,0,0
Assurbanipal,0x1224b,4,0.761,0.8429,network,0,0
Assurbanipal,0x1224b,5,0.004,0.8937,network,0,0
Assurbanipal,0x1224b,6,0.6847,0.8462,network,0,0
Assurbanipal,0x1224b,7,0.3618,0.7589,skeleton,0,0
Assurbanipal,0x1224b,8,0.0375,0.6252,network,0,0
Assurbanipal,0x1224b,9,0.015,0.632,network,1,0
Assurbanipal,0x1224b,10,0.0078,0.7054,network,1,0
Assurbanipal,0x1224b,11,0.7773,0.8505,network,0,0
Assurbanipal,0x12250,1,0.7194,0.862,network,0,0
Assurbanipal,0x12250,2,0.637,0.7516,network,0,0
Assurbanipal,0x12250,3,0.0278,0.6567,network,0,0
Assurbanipal,0x12250,4,0.4707,0.9263,skeleton,0,0
Assurbanipal,0x12250,5,0.0459,0.7934,network,0,0
Assurbanipal,0x12250,6,0.7154,0.8387,network,0,0
Assurbanipal,0x12250,7,0.8047,0.8771,network,0,0
Assurbanipal,0x12250,8,0.7375,0.9149,network,0,0
Assurbanipal,0x12250,9,0.8317,0.8629,network,0,0
Assurbanipal,0x12250,10,0.0113,0.3958,skeleton,0,0
Assurbanipal,0x12250,11,0.7138,0.7435,network,0,0
Assurbanipal,0x12251,1,0.6522,0.8439,network,0,0
Assurbanipal,0x12251,2,0.5931,0.8013,network,0,0
Assurbanipal,0x12251,3,0.05,0.9381,skeleton,0,1
Assurbanipal,0x12251,4,0.0053,0.7542,network,0,0
Assurbanipal,0x12251,5,0.0195,0.8141,network,0,0
Assurbanipal,0x12251,6,0.4166,0.8328,skeleton,0,0
Assurbanipal,0x12251,7,0.4805,0.8158,network,0,0
Assurbanipal,0x12251,8,0.6021,0.9057,skeleton,0,0
Assurbanipal,0x12251,9,0.7892,0.9005,network,0,0
Assurbanipal,0x12251,10,0.6567,0.8532,network,0,0
Assurbanipal,0x12251,11,0.0044,0.9538,network,0,0
Assurbanipal,0x12251,12,0.7122,0.8741,network,0,0
Assurbanipal,0x12251,13,0.7813,0.8566,network,0,0
Assurbanipal,0x12251,14,0.7114,0.7114,network,0,0
Assurbanipal,0x12252,1,0.4242,0.7712,skeleton,0,0
Assurbanipal,0x12252,2,0.6053,0.726,skeleton,0,0
Assurbanipal,0x12252,3,0.0268,0.3898,skeleton,0,0
Assurbanipal,0x12252,4,0.5665,0.7465,network,0,0
Assurbanipal,0x12252,5,0.5506,0.8341,network,0,0
Assurbanipal,0x12253,1,0.0189,0.7991,network,0,0
Assurbanipal,0x12253,2,0.7198,0.8208,network,0,0
Assurbanipal,0x12253,3,0.0476,0.8884,network,0,0
Assurbanipal,0x12253,4,0.6053,0.7546,network,0,0
Assurbanipal,0x12253,5,0.0016,0.8816,network,0,0
Assurbanipal,0x12253,6,0.6658,0.83,network,0,0
Assurbanipal,0x12253,7,0.7691,0.905,network,0,0
Assurbanipal,0x12253,8,0.7432,0.8618,network,0,0
Assurbanipal,0x12254,1,0.7398,0.8363,skeleton,0,0
Assurbanipal,0x12254,2,0.6334,0.7542,skeleton,0,0
Assurbanipal,0x12254,3,0.7617,0.8585,network,0,0
Assurbanipal,0x12254,4,0.4698,0.7659,skeleton,0,0
Assurbanipal,0x12254,5,0.3716,0.8292,skeleton,0,0
Assurbanipal,0x12254,6,0.577,0.7307,network,0,0
Assurbanipal,0x12255,1,0.7571,0.8429,skeleton,0,0
Assurbanipal,0x12255,2,0.6077,0.7701,skeleton,0,0
Assurbanipal,0x12255,3,0.7094,0.8431,network,0,0
Assurbanipal,0x12255,4,0.3872,0.7786,skeleton,0,0
Assurbanipal,0x12255,5,0.3805,0.784,skeleton,0,0
Assurbanipal,0x12255,6,0.6496,0.8129,network,0,0
Assurbanipal,0x12255,7,0.5689,0.7905,network,0,0
Assurbanipal,0x12256,1,0.7276,0.8585,skeleton,0,0
Assurbanipal,0x12256,2,0.5641,0.8138,skeleton,0,0
Assurbanipal,0x12256,3,0.7553,0.8502,network,0,0
Assurbanipal,0x12256,4,0.4571,0.7773,skeleton,0,0
Assurbanipal,0x12256,5,0.0562,0.9137,skeleton,0,0
Assurbanipal,0x12256,6,0.7705,0.8158,network,0,0
Assurbanipal,0x12256,7,0.6889,0.8216,network,0,0
Assurbanipal,0x12256,8,0.6252,0.832,network,0,0
Assurbanipal,0x12256,9,0.6039,0.8604,network,0,0
Assurbanipal,0x12256,10,0.3063,0.9252,network,0,0
Assurbanipal,0x12259,1,0.7118,0.8111,network,0,0
Assurbanipal,0x12259,2,0.5438,0.786,skeleton,0,0
Assurbanipal,0x12259,3,0.6947,0.8306,skeleton,0,0
Assurbanipal,0x12259,4,0.6072,0.7617,skeleton,0,0
Assurbanipal,0x12259,5,0.6805,0.904,skeleton,0,0
Assurbanipal,0x12259,6,0.6487,0.8675,network,0,0
Assurbanipal,0x12259,7,0.8447,0.8984,network,0,0
Assurbanipal,0x12259,8,0.8926,0.8933,network,0,0
Assurbanipal,0x12259,9,0.862,0.862,network,0,0
Assurbanipal,0x12259,10,0.8903,0.8926,network,0,0
Assurbanipal,0x1225a,1,0.6128,0.8129,network,0,0
Assurbanipal,0x1225a,2,0.6128,0.8477,network,0,0
Assurbanipal,0x1225a,3,0.707,0.882,network,0,0
Assurbanipal,0x1225a,4,0.6741,0.8856,network,0,0
Assurbanipal,0x1225a,5,0.4659,0.7607,network,0,0
Assurbanipal,0x1225a,6,0.4125,0.8355,network,0,0
Assurbanipal,0x1225a,7,0.4147,0.8601,network,0,0
Assurbanipal,0x1225a,8,0.7556,0.7617,network,0,0
Assurbanipal,0x1225a,9,0.4951,0.7937,network,0,0
Assurbanipal,0x1225b,1,0.7461,0.8537,skeleton,0,0
Assurbanipal,0x1225b,2,0.4912,0.7701,skeleton,0,0
Assurbanipal,0x1225b,3,0.6779,0.8213,network,0,0
Assurbanipal,0x1225b,4,0.5583,0.7823,skeleton,0,0
Assurbanipal,0x1225b,5,0.7447,0.862,network,0,0
Assurbanipal,0x1225b,6,0.0868,0.8389,network,0,0
Assurbanipal,0x1225b,7,0.2757,0.8507,network,0,0
Assurbanipal,0x1225b,8,0.8132,0.8259,network,0,0
Assurbanipal,0x1225b,9,0.5424,0.7976,network,0,0
Assurbanipal,0x1225b,10,0.8532,0.8914,network,0,0
Assurbanipal,0x1225b,11,0.3655,0.8245,network,0,0
Assurbanipal,0x1225b,12,0.5969,0.8114,skeleton,0,0
Assurbanipal,0x1225b,13,0.6834,0.8056,network,0,0
Assurbanipal,0x1225b,14,0.6645,0.7656,skeleton,0,0
Assurbanipal,0x1225b,15,0.6766,0.6766,network,0,0
Assurbanipal,0x1225c,1,0.7186,0.8475,skeleton,0,0
Assurbanipal,0x1225c,2,0.5103,0.8129,skeleton,0,0
Assurbanipal,0x1225c,3,0.6889,0.8289,network,0,0
Assurbanipal,0x1225c,4,0.4494,0.7158,skeleton,0,0
Assurbanipal,0x1225c,5,0.5283,0.6456,skeleton,0,0
Assurbanipal,0x1225c,6,0.3431,0.8182,network,0,0
Assurbanipal,0x1225c,7,0.3287,0.7953,network,0,0
Assurbanipal,0x1225c,8,0.0039,0.7694,network,0,0
Assurbanipal,0x1225c,9,0.3515,0.3515,network,0,0
Assurbanipal,0x1225c,10,0.6343,0.7592,network,0,0
Assurbanipal,0x1225d,1,0.721,0.8129,skeleton,0,0
Assurbanipal,0x1225d,2,0.5005,0.8072,skeleton,0,0
Assurbanipal,0x1225d,3,0.7122,0.812,network,0,0
Assurbanipal,0x1225d,4,0.4022,0.7033,skeleton,0,0
Assurbanipal,0x1225d,5,0.4525,0.6775,skeleton,0,0
Assurbanipal,0x1225d,6,0.2021,0.8216,network,0,0
Assurbanipal,0x1225d,7,0.17,0.8069,network,0,0
Assurbanipal,0x1225d,8,0.4479,0.7585,network,0,0
Assurbanipal,0x1225d,9,0.2306,0.5029,network,0,0
Assurbanipal,0x1225d,10,0.6693,0.9211,network,0,0
Assurbanipal,0x1225d,11,0.6053,0.8941,network,0,0
Assurbanipal,0x1225e,1,0.7253,0.8084,skeleton,0,0
Assurbanipal,0x1225e,2,0.7102,0.7102,skeleton,0,0
Assurbanipal,0x1225e,3,0.6379,0.8363,network,0,0
Assurbanipal,0x1225e,4,0.0527,0.8706,network,0,0
Assurbanipal,0x1225e,5,0.5244,0.7599,skeleton,0,0
Assurbanipal,0x1225e,6,0.7546,0.8611,network,0,0
Assurbanipal,0x1225e,7,0.805,0.9009,skeleton,0,0
Assurbanipal,0x1225e,8,0.7198,0.8537,network,0,0
Assurbanipal,0x1225e,9,0.6702,0.8981,network,0,0
Assurbanipal,0x1225e,10,0.7947,0.8749,network,0,0
Assurbanipal,0x1225e,11,0.0001,0.8053,network,0,1
Assurbanipal,0x1225e,12,0.6645,0.8233,network,0,0
Assurbanipal,0x1225e,13,0.671,0.8693,network,0,0
Assurbanipal,0x12260,1,0.7082,0.8447,network,0,0
Assurbanipal,0x12260,2,0.7502,0.7502,skeleton,0,0
Assurbanipal,0x12260,3,0.2048,0.7364,skeleton,0,0
Assurbanipal,0x12260,4,0.7122,0.8852,network,0,0
Assurbanipal,0x12260,5,0.6234,0.7318,skeleton,0,0
Assurbanipal,0x12260,6,0.0164,0.7631,network,0,0
Assurbanipal,0x12260,7,0.1941,0.8495,network,0,0
Assurbanipal,0x12260,8,0.0379,0.8179,network,0,0
Assurbanipal,0x12260,9,0.7687,0.836,network,0,0
Assurbanipal,0x12260,10,0.2445,0.8732,network,0,0
Assurbanipal,0x12260,11,0.5742,0.8196,network,0,0
Assurbanipal,0x12262,1,0.3429,0.8222,network,0,0
Assurbanipal,0x12262,2,0.5249,0.5249,network,0,0
Assurbanipal,0x12262,3,0.6202,0.6202,network,0,0
Assurbanipal,0x12262,4,0.6901,0.8366,network,0,0
Assurbanipal,0x12262,5,0.7334,0.9466,network,0,0
Assurbanipal,0x12262,6,0.3612,0.9026,skeleton,1,0
Assurbanipal,0x12264,1,0.6914,0.6914,skeleton,0,0
Assurbanipal,0x12264,2,0.748,0.748,network,0,0
Assurbanipal,0x12264,3,0.7673,0.848,skeleton,0,0
Assurbanipal,0x12264,4,0.6415,0.8032,network,0,0
Assurbanipal,0x12264,5,0.6197,0.6197,network,0,0
Assurbanipal,0x12264,6,0.661,0.8524,network,0,0
Assurbanipal,0x12264,7,0.5583,0.8096,network,0,0
Assurbanipal,0x12264,8,0.008,0.8791,network,0,0
Assurbanipal,0x12264,9,0.0301,0.9495,network,0,0
Assurbanipal,0x12264,10,0.6302,0.9431,network,0,0
Assurbanipal,0x12264,11,0.7472,0.9361,network,0,0
Assurbanipal,0x12264,12,0.5993,0.9534,skeleton,0,0
Assurbanipal,0x12264,13,0.7158,0.8629,network,0,0
Assurbanipal,0x12265,1,0.6859,0.7458,network,0,0
Assurbanipal,0x12265,2,0.7017,0.7402,network,0,0
Assurbanipal,0x12265,3,0.7915,0.7915,network,0,0
Assurbanipal,0x12265,4,0.6545,0.8216,network,0,0
Assurbanipal,0x12265,5,0.164,0.6813,network,0,0
Assurbanipal,0x12265,6,0.5818,0.8495,network,0,0
Assurbanipal,0x12265,7,0.5941,0.8306,network,0,0
Assurbanipal,0x12265,8,0.698,0.7487,network,0,0
Assurbanipal,0x12265,9,0.6641,0.906,network,0,0
Assurbanipal,0x12265,10,0.8041,0.9155,skeleton,0,0
Assurbanipal,0x12265,11,0.6671,0.8328,network,0,0
Assurbanipal,0x12266,1,0.6442,0.7638,network,0,0
Assurbanipal,0x12266,2,0.6719,0.7698,network,0,0
Assurbanipal,0x12266,3,0.7491,0.8482,network,0,0
Assurbanipal,0x12266,4,0.6976,0.8389,network,0,0
Assurbanipal,0x12266,5,0.5229,0.5229,network,0,0
Assurbanipal,0x12266,6,0.7001,0.8298,network,0,0
Assurbanipal,0x12266,7,0.6753,0.9012,network,0,0
Assurbanipal,0x12266,8,0.6077,0.6749,network,0,0
Assurbanipal,0x12266,9,0.0002,0.8856,network,0,0
Assurbanipal,0x12266,10,0.0049,0.7749,network,0,0
Assurbanipal,0x12266,11,0.3727,0.9047,network,0,0
Assurbanipal,0x12266,12,0.7054,0.9158,network,0,0
Assurbanipal,0x12266,13,0.742,0.8495,network,0,0
Assurbanipal,0x12267,1,0.6379,0.914,network,0,0
Assurbanipal,0x12267,2,0.696,0.8955,network,0,0
Assurbanipal,0x12267,3,0.7368,0.8495,network,0,0
Assurbanipal,0x12267,4,0.7106,0.7896,network,0,0
Assurbanipal,0x12267,5,0.823,0.823,skeleton,0,0
Assurbanipal,0x12267,6,0.5775,0.7705,network,0,0
Assurbanipal,0x12267,7,0.8856,0.8981,skeleton,0,0
Assurbanipal,0x12267,8,0.5988,0.8423,network,0,0
Assurbanipal,0x12267,9,0.5458,0.848,skeleton,0,0
Assurbanipal,0x12267,10,0.7353,0.8998,skeleton,0,0
Assurbanipal,0x12267,11,0.7142,0.8732,network,0,0
Assurbanipal,0x12267,12,0.7054,0.867,network,0,0
Assurbanipal,0x12267,13,0.3775,0.8132,network,0,0
Assurbanipal,0x12267,14,0.5171,0.5569,network,0,0
Assurbanipal,0x12267,15,0.0177,0.8213,network,0,0
Assurbanipal,0x12267,16,0.3775,0.8161,network,0,0
Assurbanipal,0x12267,17,0.1532,0.5598,network,0,0
Assurbanipal,0x12267,18,0.6081,0.8205,network,0,0
Assurbanipal,0x12267,19,0.4659,0.4659,network,0,0
Assurbanipal,0x12267,20,0.05,0.4654,network,0,1
Assurbanipal,0x12267,21,0.0058,0.8273,network,0,0
Assurbanipal,0x12267,22,0.6302,0.7237,network,0,0
Assurbanipal,0x12267,23,0.4069,0.4069,network,0,0
Assurbanipal,0x12267,24,0.5443,0.9121,network,0,0
Assurbanipal,0x12267,25,0.6805,0.8864,network,0,0
Assurbanipal,0x12268,1,0.6922,0.6997,skeleton,0,0
Assurbanipal,0x12268,2,0.7417,0.7417,network,0,0
Assurbanipal,0x12268,3,0.7502,0.8038,skeleton,0,0
Assurbanipal,0x12268,4,0.6766,0.7879,network,0,0
Assurbanipal,0x12268,5,0.0359,0.596,network,0,0
Assurbanipal,0x12268,6,0.6266,0.825,network,0,0
Assurbanipal,0x12268,7,0.5823,0.8004,network,0,0
Assurbanipal,0x12268,8,0.2948,0.8816,network,0,0
Assurbanipal,0x12268,9,0.0121,0.8868,network,0,0
Assurbanipal,0x12268,10,0.018,0.9161,network,0,0
Assurbanipal,0x12268,11,0.7509,0.9255,network,0,0
Assurbanipal,0x12268,12,0.4168,0.9429,network,0,0
Assurbanipal,0x12268,13,0.4732,0.903,network,0,0
Assurbanipal,0x12268,14,0.6976,0.8571,network,0,0
Assurbanipal,0x12269,1,0.6988,0.7571,skeleton,0,0
Assurbanipal,0x12269,2,0.7142,0.7142,network,0,0
Assurbanipal,0x12269,3,0.6988,0.8387,network,0,0
Assurbanipal,0x12269,4,0.0473,0.7892,network,0,0
Assurbanipal,0x12269,5,0.0316,0.7746,network,0,0
Assurbanipal,0x1226a,1,0.6225,0.709,network,0,0
Assurbanipal,0x1226a,2,0.6225,0.7268,network,0,0
Assurbanipal,0x1226a,3,0.7066,0.7268,network,0,0
Assurbanipal,0x1226a,4,0.4318,0.7691,network,0,0
Assurbanipal,0x1226a,5,0.2299,0.5496,skeleton,0,0
Assurbanipal,0x1226a,6,0.6637,0.6637,skeleton,0,0
Assurbanipal,0x1226a,7,0.6146,0.7684,skeleton,0,0
Assurbanipal,0x1226a,8,0.2595,0.6809,skeleton,0,0
Assurbanipal,0x1226a,9,0.7535,0.8408,skeleton,0,0
Assurbanipal,0x1226a,10,0.004,0.8161,skeleton,0,0
Assurbanipal,0x1226b,1,0.0076,0.7982,skeleton,0,0
Assurbanipal,0x1226b,2,0.3385,0.8242,network,0,0
Assurbanipal,0x1226b,3,0.756,0.7807,skeleton,0,0
Assurbanipal,0x1226b,4,0.3162,0.8069,network,0,0
Assurbanipal,0x1226b,5,0.5453,0.7732,network,0,0
Assurbanipal,0x1226b,6,0.7759,0.8072,network,0,0
Assurbanipal,0x1226b,7,0.6509,0.7725,network,0,0
